monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
0,0,0,0,1,1,1,20250713,20250812,823
0,0,0,0,1,1,1,20250718,20250725,897
0,0,0,0,1,1,1,20250718,20250810,177
0,0,0,0,1,1,1,20250718,20250810,784
0,0,0,0,1,1,1,20250720,20250726,774
0,0,0,0,1,1,1,20250725,20250727,788
0,0,0,0,1,1,1,20250726,20250801,313
0,0,0,0,1,1,1,20250726,20250803,379
0,0,0,0,1,1,1,20250801,20250803,83
0,0,0,0,1,1,1,20250801,20250808,228
0,0,0,0,1,1,1,20250808,20250810,98
0,0,0,1,0,0,0,20250717,20250724,5
0,0,0,1,0,0,0,20250717,20250807,238
0,0,0,1,0,0,0,20250717,20250807,297
0,0,0,1,0,0,0,20250730,20250807,27
0,0,0,1,0,0,1,20250713,20250717,906
0,0,0,1,0,0,1,20250716,20250810,364
0,0,0,1,0,0,1,20250803,20250811,559
0,0,0,1,0,1,0,20250717,20250719,408
0,0,0,1,0,1,0,20250717,20250731,570
0,0,0,1,0,1,0,20250724,20250726,91
0,0,0,1,0,1,0,20250726,20250731,523
0,0,0,1,0,1,0,20250731,20250810,58
0,0,0,1,0,1,0,20250802,20250807,632
0,0,0,1,0,1,1,20250724,20250727,363
0,0,0,1,0,1,1,20250802,20250807,507
0,0,0,1,1,0,0,20250717,20250718,780
0,0,0,1,1,0,0,20250717,20250725,921
0,0,0,1,1,0,0,20250717,20250801,851
0,0,0,1,1,0,0,20250724,20250725,234
0,0,0,1,1,0,0,20250724,20250725,764
0,0,0,1,1,0,0,20250731,20250801,691
0,0,0,1,1,0,0,20250807,20250808,346
0,0,0,1,1,0,0,20250807,20250808,688
0,0,0,1,1,0,1,20250718,20250812,724
0,0,0,1,1,1,0,20250717,20250719,171
0,0,0,1,1,1,0,20250717,20250719,624
0,0,0,1,1,1,0,20250717,20250809,602
0,0,0,1,1,1,0,20250719,20250802,230
0,0,0,1,1,1,0,20250724,20250726,205
0,0,0,1,1,1,0,20250731,20250802,172
0,0,0,1,1,1,0,20250731,20250808,357
0,0,0,1,1,1,0,20250807,20250809,739
0,0,0,1,1,1,1,20250713,20250724,66
0,0,0,1,1,1,1,20250718,20250725,638
0,0,0,1,1,1,1,20250724,20250727,163
0,0,0,1,1,1,1,20250727,20250808,150
0,0,1,0,0,0,0,20250716,20250806,188
0,0,1,0,0,0,1,20250713,20250720,720
0,0,1,0,0,0,1,20250720,20250730,180
0,0,1,0,0,0,1,20250730,20250803,309
0,0,1,0,0,1,0,20250716,20250719,235
0,0,1,0,1,0,0,20250718,20250723,121
0,0,1,0,1,0,0,20250806,20250808,918
0,0,1,0,1,1,1,20250716,20250720,17
0,0,1,1,0,0,0,20250716,20250717,912
0,0,1,1,0,0,0,20250723,20250724,857
0,0,1,1,0,0,0,20250723,20250724,907
0,0,1,1,0,0,0,20250723,20250729,168
0,0,1,1,0,0,0,20250730,20250731,361
0,0,1,1,0,0,0,20250806,20250807,652
0,0,1,1,1,0,0,20250715,20250808,716
0,0,1,1,1,0,0,20250723,20250725,314
0,0,1,1,1,0,0,20250723,20250725,454
0,0,1,1,1,0,0,20250723,20250725,562
0,0,1,1,1,0,0,20250723,20250731,156
0,0,1,1,1,0,0,20250723,20250801,932
0,0,1,1,1,0,0,20250730,20250801,25
0,0,1,1,1,0,0,20250806,20250808,798
0,0,1,1,1,0,1,20250730,20250803,654
0,0,1,1,1,1,0,20250723,20250731,791
0,0,1,1,1,1,0,20250723,20250801,470
0,0,1,1,1,1,1,20250730,20250803,428
0,1,0,0,0,0,0,20250717,20250729,138
0,1,0,0,0,0,0,20250729,20250805,181
0,1,0,0,0,0,0,20250805,20250812,191
0,1,0,0,0,0,1,20250810,20250812,855
0,1,0,0,0,1,0,20250809,20250812,373
0,1,0,0,0,1,1,20250726,20250812,661
0,1,0,0,1,0,0,20250715,20250812,399
0,1,0,0,1,0,0,20250718,20250722,498
0,1,0,0,1,1,1,20250808,20250812,242
0,1,0,1,0,0,0,20250714,20250724,443
0,1,0,1,0,0,0,20250715,20250717,259
0,1,0,1,0,0,0,20250715,20250812,681
0,1,0,1,0,0,0,20250722,20250724,678
0,1,0,1,0,0,0,20250805,20250807,662
0,1,0,1,0,0,1,20250807,20250812,12
0,1,0,1,0,1,1,20250713,20250719,365
0,1,0,1,0,1,1,20250713,20250719,807
0,1,0,1,1,0,0,20250717,20250722,65
0,1,0,1,1,0,0,20250729,20250801,552
0,1,0,1,1,0,0,20250805,20250808,809
0,1,0,1,1,0,1,20250722,20250725,316
0,1,0,1,1,1,0,20250801,20250807,736
0,1,0,1,1,1,0,20250801,20250808,147
0,1,0,1,1,1,1,20250713,20250725,883
0,1,0,1,1,1,1,20250713,20250812,421
0,1,1,0,0,0,0,20250715,20250716,605
0,1,1,0,0,0,0,20250716,20250730,913
0,1,1,0,0,0,0,20250722,20250723,183
0,1,1,0,0,0,0,20250722,20250723,550
0,1,1,0,0,0,0,20250723,20250729,135
0,1,1,0,0,0,0,20250729,20250730,462
0,1,1,0,0,0,0,20250805,20250806,355
0,1,1,0,0,0,1,20250713,20250716,16
0,1,1,0,0,0,1,20250713,20250716,290
0,1,1,0,0,0,1,20250715,20250720,117
0,1,1,0,0,0,1,20250715,20250730,86
0,1,1,0,0,0,1,20250716,20250730,422
0,1,1,0,0,0,1,20250803,20250806,746
0,1,1,0,0,1,1,20250802,20250812,759
0,1,1,0,1,0,0,20250715,20250718,775
0,1,1,0,1,0,0,20250729,20250801,232
0,1,1,0,1,0,0,20250805,20250808,503
0,1,1,0,1,0,1,20250713,20250812,95
0,1,1,0,1,1,1,20250725,20250730,619
0,1,1,1,0,0,0,20250714,20250724,603
0,1,1,1,0,0,0,20250714,20250807,391
0,1,1,1,0,0,0,20250715,20250717,488
0,1,1,1,0,0,0,20250715,20250717,827
0,1,1,1,0,0,0,20250715,20250724,153
0,1,1,1,0,0,0,20250722,20250724,291
0,1,1,1,0,0,0,20250722,20250724,819
0,1,1,1,0,0,0,20250729,20250731,875
0,1,1,1,0,0,0,20250729,20250812,866
0,1,1,1,0,0,0,20250805,20250807,448
0,1,1,1,0,0,0,20250805,20250812,51
0,1,1,1,0,0,1,20250715,20250720,335
0,1,1,1,0,1,1,20250713,20250719,202
0,1,1,1,0,1,1,20250713,20250724,134
0,1,1,1,1,0,0,20250714,20250725,329
0,1,1,1,1,0,0,20250714,20250725,96
0,1,1,1,1,0,0,20250715,20250722,613
0,1,1,1,1,0,0,20250715,20250725,580
0,1,1,1,1,0,0,20250715,20250725,94
0,1,1,1,1,0,0,20250715,20250812,209
0,1,1,1,1,0,0,20250716,20250725,38
0,1,1,1,1,0,0,20250722,20250725,7
0,1,1,1,1,0,0,20250729,20250801,244
0,1,1,1,1,0,0,20250801,20250812,192
0,1,1,1,1,0,0,20250804,20250812,256
0,1,1,1,1,0,0,20250805,20250808,111
0,1,1,1,1,0,1,20250713,20250801,87
0,1,1,1,1,0,1,20250713,20250808,18
0,1,1,1,1,0,1,20250713,20250810,730
0,1,1,1,1,0,1,20250727,20250808,797
0,1,1,1,1,0,1,20250801,20250812,231
0,1,1,1,1,1,0,20250715,20250719,179
0,1,1,1,1,1,0,20250715,20250722,55
0,1,1,1,1,1,0,20250715,20250801,622
0,1,1,1,1,1,0,20250715,20250808,813
0,1,1,1,1,1,0,20250715,20250812,46
0,1,1,1,1,1,0,20250726,20250801,383
0,1,1,1,1,1,0,20250726,20250803,675
0,1,1,1,1,1,0,20250731,20250812,715
0,1,1,1,1,1,0,20250809,20250812,123
0,1,1,1,1,1,1,20250713,20250723,535
0,1,1,1,1,1,1,20250713,20250724,210
0,1,1,1,1,1,1,20250715,20250722,658
0,1,1,1,1,1,1,20250715,20250812,629
0,1,1,1,1,1,1,20250715,20250812,892
0,1,1,1,1,1,1,20250727,20250808,288
0,1,1,1,1,1,1,20250803,20250812,611
1,0,0,0,0,0,0,20250714,20250721,514
1,0,0,0,0,0,0,20250714,20250728,109
1,0,0,0,0,0,0,20250714,20250728,750
1,0,0,0,0,0,0,20250714,20250811,101
1,0,0,0,0,0,0,20250728,20250804,647
1,0,0,0,0,0,0,20250728,20250811,359
1,0,0,0,0,0,0,20250804,20250811,127
1,0,0,0,0,0,0,20250804,20250812,707
1,0,0,0,0,0,1,20250713,20250714,424
1,0,0,0,0,0,1,20250713,20250714,744
1,0,0,0,0,0,1,20250713,20250714,915
1,0,0,0,0,0,1,20250713,20250721,876
1,0,0,0,0,0,1,20250714,20250801,356
1,0,0,0,0,0,1,20250720,20250721,438
1,0,0,0,0,0,1,20250720,20250727,47
1,0,0,0,0,0,1,20250727,20250728,551
1,0,0,0,0,0,1,20250810,20250811,588
1,0,0,0,0,1,0,20250714,20250811,149
1,0,0,0,0,1,0,20250726,20250728,544
1,0,0,0,0,1,0,20250802,20250804,440
1,0,0,0,0,1,0,20250804,20250809,30
1,0,0,0,0,1,1,20250721,20250727,668
1,0,0,0,0,1,1,20250726,20250728,302
1,0,0,0,0,1,1,20250802,20250804,81
1,0,0,0,0,1,1,20250809,20250811,508
1,0,0,0,1,0,0,20250714,20250718,257
1,0,0,0,1,0,0,20250714,20250801,621
1,0,0,0,1,0,0,20250725,20250728,545
1,0,0,0,1,0,0,20250804,20250811,726
1,0,0,0,1,0,1,20250725,20250728,786
1,0,0,0,1,1,0,20250725,20250728,625
1,0,0,0,1,1,0,20250802,20250812,856
1,0,0,0,1,1,1,20250714,20250721,901
1,0,0,0,1,1,1,20250725,20250728,553
1,0,0,0,1,1,1,20250726,20250801,794
1,0,0,1,0,0,0,20250714,20250721,26
1,0,0,1,0,0,0,20250714,20250724,435
1,0,0,1,0,0,0,20250714,20250731,862
1,0,0,1,0,0,0,20250716,20250811,659
1,0,0,1,0,0,0,20250724,20250728,450
1,0,0,1,0,0,0,20250727,20250804,583
1,0,0,1,0,0,0,20250728,20250804,282
1,0,0,1,0,0,1,20250713,20250731,501
1,0,0,1,1,0,0,20250714,20250807,528
1,0,0,1,1,1,0,20250726,20250801,388
1,0,0,1,1,1,0,20250731,20250804,3
1,0,0,1,1,1,1,20250718,20250808,925
1,0,0,1,1,1,1,20250726,20250807,41
1,0,1,0,0,0,0,20250714,20250716,112
1,0,1,0,0,0,0,20250714,20250716,694
1,0,1,0,0,0,0,20250714,20250811,887
1,0,1,0,0,0,0,20250728,20250730,367
1,0,1,0,0,0,1,20250717,20250730,537
1,0,1,0,0,0,1,20250720,20250723,645
1,0,1,0,1,0,0,20250714,20250718,833
1,0,1,0,1,0,0,20250714,20250720,305
1,0,1,1,0,0,0,20250714,20250725,526
1,0,1,1,0,0,0,20250728,20250808,592
1,0,1,1,0,0,0,20250806,20250811,330
1,0,1,1,0,0,1,20250713,20250724,224
1,0,1,1,0,1,1,20250713,20250811,178
1,0,1,1,1,0,0,20250713,20250725,870
1,0,1,1,1,0,0,20250714,20250718,869
1,0,1,1,1,0,0,20250714,20250723,854
1,0,1,1,1,0,0,20250714,20250724,233
1,0,1,1,1,0,0,20250725,20250801,753
1,0,1,1,1,0,0,20250728,20250807,586
1,0,1,1,1,0,1,20250720,20250808,263
1,0,1,1,1,0,1,20250801,20250811,254
1,0,1,1,1,1,1,20250713,20250719,13
1,0,1,1,1,1,1,20250713,20250724,332
1,0,1,1,1,1,1,20250720,20250810,533
1,0,1,1,1,1,1,20250801,20250808,368
1,1,0,0,0,0,0,20250714,20250715,68
1,1,0,0,0,0,0,20250714,20250721,909
1,1,0,0,0,0,0,20250714,20250812,130
1,1,0,0,0,0,0,20250715,20250723,908
1,1,0,0,0,0,0,20250721,20250722,899
1,1,0,0,0,0,0,20250728,20250729,482
1,1,0,0,0,0,0,20250804,20250805,444
1,1,0,0,0,0,0,20250804,20250812,714
1,1,0,0,0,0,0,20250805,20250812,824
1,1,0,0,0,0,0,20250811,20250812,461
1,1,0,0,0,0,0,20250811,20250812,920
1,1,0,0,0,0,1,20250713,20250725,847
1,1,0,0,0,0,1,20250720,20250722,159
1,1,0,0,0,0,1,20250727,20250729,39
1,1,0,0,0,0,1,20250810,20250812,518
1,1,0,0,0,1,0,20250726,20250729,826
1,1,0,0,0,1,0,20250809,20250812,349
1,1,0,0,0,1,1,20250726,20250729,420
1,1,0,0,0,1,1,20250728,20250802,480
1,1,0,0,0,1,1,20250809,20250812,236
1,1,0,0,1,0,0,20250718,20250722,474
1,1,0,0,1,0,0,20250808,20250812,747
1,1,0,0,1,1,1,20250713,20250723,61
1,1,0,1,0,0,0,20250714,20250717,483
1,1,0,1,0,0,0,20250804,20250807,169
1,1,0,1,0,0,0,20250804,20250812,78
1,1,0,1,0,0,1,20250807,20250812,842
1,1,0,1,1,0,0,20250714,20250725,865
1,1,0,1,1,0,0,20250717,20250722,73
1,1,0,1,1,0,0,20250804,20250812,28
1,1,0,1,1,0,0,20250807,20250812,212
1,1,0,1,1,0,1,20250727,20250812,227
1,1,0,1,1,0,1,20250727,20250812,737
1,1,0,1,1,1,1,20250713,20250724,643
1,1,0,1,1,1,1,20250713,20250812,88
1,1,0,1,1,1,1,20250725,20250801,773
1,1,0,1,1,1,1,20250726,20250812,275
1,1,1,0,0,0,0,20250714,20250716,15
1,1,1,0,0,0,0,20250721,20250723,782
1,1,1,0,0,0,0,20250721,20250723,896
1,1,1,0,0,0,0,20250721,20250730,203
1,1,1,0,0,0,0,20250728,20250730,879
1,1,1,0,0,0,0,20250804,20250806,407
1,1,1,0,0,0,1,20250713,20250716,126
1,1,1,0,0,0,1,20250713,20250716,804
1,1,1,0,0,0,1,20250720,20250723,521
1,1,1,0,0,0,1,20250727,20250730,457
1,1,1,0,0,0,1,20250803,20250806,620
1,1,1,0,0,1,0,20250726,20250730,417
1,1,1,0,0,1,1,20250713,20250725,609
1,1,1,0,0,1,1,20250726,20250730,142
1,1,1,0,1,0,0,20250714,20250801,515
1,1,1,0,1,0,0,20250715,20250722,222
1,1,1,0,1,0,0,20250725,20250730,475
1,1,1,0,1,0,0,20250801,20250806,42
1,1,1,0,1,0,0,20250801,20250812,265
1,1,1,0,1,0,0,20250804,20250812,377
1,1,1,0,1,0,1,20250715,20250722,682
1,1,1,0,1,0,1,20250720,20250725,460
1,1,1,0,1,1,0,20250714,20250725,872
1,1,1,0,1,1,0,20250805,20250812,89
1,1,1,0,1,1,1,20250713,20250812,33
1,1,1,0,1,1,1,20250714,20250812,814
1,1,1,0,1,1,1,20250717,20250725,513
1,1,1,0,1,1,1,20250725,20250730,719
1,1,1,0,1,1,1,20250803,20250810,144
1,1,1,1,0,0,0,20250713,20250724,378
1,1,1,1,0,0,0,20250714,20250717,267
1,1,1,1,0,0,0,20250714,20250717,306
1,1,1,1,0,0,0,20250714,20250724,277
1,1,1,1,0,0,0,20250714,20250729,471
1,1,1,1,0,0,0,20250714,20250729,617
1,1,1,1,0,0,0,20250714,20250729,692
1,1,1,1,0,0,0,20250714,20250807,512
1,1,1,1,0,0,0,20250714,20250812,128
1,1,1,1,0,0,0,20250714,20250812,186
1,1,1,1,0,0,0,20250714,20250812,189
1,1,1,1,0,0,0,20250714,20250812,292
1,1,1,1,0,0,0,20250714,20250812,411
1,1,1,1,0,0,0,20250714,20250812,412
1,1,1,1,0,0,0,20250714,20250812,542
1,1,1,1,0,0,0,20250714,20250812,811
1,1,1,1,0,0,0,20250714,20250812,85
1,1,1,1,0,0,0,20250721,20250724,684
1,1,1,1,0,0,0,20250721,20250811,596
1,1,1,1,0,0,0,20250728,20250731,517
1,1,1,1,0,0,0,20250728,20250812,143
1,1,1,1,0,0,0,20250728,20250812,504
1,1,1,1,0,0,0,20250728,20250812,689
1,1,1,1,0,0,0,20250728,20250812,713
1,1,1,1,0,0,0,20250730,20250807,820
1,1,1,1,0,0,0,20250731,20250812,711
1,1,1,1,0,0,0,20250803,20250811,463
1,1,1,1,0,0,0,20250804,20250807,831
1,1,1,1,0,0,0,20250804,20250811,201
1,1,1,1,0,0,0,20250804,20250812,671
1,1,1,1,0,0,0,20250805,20250812,481
1,1,1,1,0,0,1,20250713,20250717,23
1,1,1,1,0,0,1,20250713,20250724,115
1,1,1,1,0,0,1,20250713,20250724,676
1,1,1,1,0,0,1,20250713,20250730,673
1,1,1,1,0,0,1,20250713,20250731,557
1,1,1,1,0,0,1,20250713,20250812,708
1,1,1,1,0,0,1,20250713,20250812,878
1,1,1,1,0,0,1,20250714,20250720,536
1,1,1,1,0,0,1,20250714,20250724,665
1,1,1,1,0,0,1,20250714,20250731,910
1,1,1,1,0,0,1,20250717,20250723,709
1,1,1,1,0,0,1,20250720,20250724,211
1,1,1,1,0,0,1,20250720,20250724,419
1,1,1,1,0,0,1,20250720,20250810,568
1,1,1,1,0,0,1,20250727,20250731,793
1,1,1,1,0,0,1,20250727,20250731,904
1,1,1,1,0,0,1,20250727,20250803,56
1,1,1,1,0,0,1,20250727,20250807,220
1,1,1,1,0,0,1,20250727,20250812,14
1,1,1,1,0,0,1,20250803,20250807,555
1,1,1,1,0,0,1,20250803,20250812,271
1,1,1,1,0,0,1,20250804,20250812,832
1,1,1,1,0,0,1,20250805,20250812,606
1,1,1,1,0,1,0,20250714,20250724,686
1,1,1,1,0,1,0,20250714,20250731,129
1,1,1,1,0,1,0,20250714,20250731,894
1,1,1,1,0,1,0,20250714,20250808,499
1,1,1,1,0,1,0,20250714,20250812,400
1,1,1,1,0,1,0,20250714,20250812,751
1,1,1,1,0,1,0,20250726,20250802,455
1,1,1,1,0,1,0,20250726,20250812,354
1,1,1,1,0,1,0,20250730,20250807,1
1,1,1,1,0,1,0,20250802,20250807,591
1,1,1,1,0,1,1,20250713,20250719,458
1,1,1,1,0,1,1,20250713,20250725,295
1,1,1,1,0,1,1,20250713,20250731,131
1,1,1,1,0,1,1,20250713,20250810,370
1,1,1,1,0,1,1,20250713,20250812,575
1,1,1,1,0,1,1,20250714,20250731,702
1,1,1,1,0,1,1,20250714,20250812,45
1,1,1,1,0,1,1,20250726,20250731,926
1,1,1,1,1,0,0,20250713,20250801,385
1,1,1,1,1,0,0,20250713,20250808,722
1,1,1,1,1,0,0,20250713,20250812,315
1,1,1,1,1,0,0,20250714,20250718,426
1,1,1,1,1,0,0,20250714,20250718,489
1,1,1,1,1,0,0,20250714,20250718,763
1,1,1,1,1,0,0,20250714,20250723,787
1,1,1,1,1,0,0,20250714,20250724,262
1,1,1,1,1,0,0,20250714,20250725,577
1,1,1,1,1,0,0,20250714,20250725,893
1,1,1,1,1,0,0,20250714,20250729,478
1,1,1,1,1,0,0,20250714,20250730,816
1,1,1,1,1,0,0,20250714,20250731,895
1,1,1,1,1,0,0,20250714,20250801,261
1,1,1,1,1,0,0,20250714,20250801,387
1,1,1,1,1,0,0,20250714,20250801,490
1,1,1,1,1,0,0,20250714,20250801,693
1,1,1,1,1,0,0,20250714,20250801,725
1,1,1,1,1,0,0,20250714,20250801,752
1,1,1,1,1,0,0,20250714,20250801,924
1,1,1,1,1,0,0,20250714,20250808,165
1,1,1,1,1,0,0,20250714,20250808,279
1,1,1,1,1,0,0,20250714,20250808,338
1,1,1,1,1,0,0,20250714,20250808,493
1,1,1,1,1,0,0,20250714,20250808,578
1,1,1,1,1,0,0,20250714,20250808,653
1,1,1,1,1,0,0,20250714,20250808,817
1,1,1,1,1,0,0,20250714,20250808,818
1,1,1,1,1,0,0,20250714,20250808,852
1,1,1,1,1,0,0,20250714,20250808,859
1,1,1,1,1,0,0,20250714,20250812,173
1,1,1,1,1,0,0,20250714,20250812,200
1,1,1,1,1,0,0,20250714,20250812,29
1,1,1,1,1,0,0,20250714,20250812,339
1,1,1,1,1,0,0,20250714,20250812,347
1,1,1,1,1,0,0,20250714,20250812,369
1,1,1,1,1,0,0,20250714,20250812,374
1,1,1,1,1,0,0,20250714,20250812,410
1,1,1,1,1,0,0,20250714,20250812,429
1,1,1,1,1,0,0,20250714,20250812,449
1,1,1,1,1,0,0,20250714,20250812,472
1,1,1,1,1,0,0,20250714,20250812,476
1,1,1,1,1,0,0,20250714,20250812,495
1,1,1,1,1,0,0,20250714,20250812,556
1,1,1,1,1,0,0,20250714,20250812,558
1,1,1,1,1,0,0,20250714,20250812,574
1,1,1,1,1,0,0,20250714,20250812,579
1,1,1,1,1,0,0,20250714,20250812,674
1,1,1,1,1,0,0,20250714,20250812,690
1,1,1,1,1,0,0,20250714,20250812,768
1,1,1,1,1,0,0,20250714,20250812,828
1,1,1,1,1,0,0,20250714,20250812,830
1,1,1,1,1,0,0,20250714,20250812,853
1,1,1,1,1,0,0,20250714,20250812,860
1,1,1,1,1,0,0,20250714,20250812,871
1,1,1,1,1,0,0,20250715,20250721,431
